employee_id,employee_name,department,position,basic_salary,allowances,total_compensation,avg_performance_score,total_projects_completed,avg_training_hours,avg_attendance_rate,productivity_segment
17127,"Kofi Carlos Ethan Badu","Finance Department",Consultant,6648.00,1414.00,8062.00,4.64,29,39.40,94.83,"High productivity / strong attendance"
27032,"Grace Emily Abena Martinez","Operations Department",Executive,7193.00,726.00,7919.00,4.64,41,83.80,93.07,"High productivity / strong attendance"
8998,"Chen Ama Badu","Engineering Department",Consultant,5653.00,2176.00,7829.00,4.64,28,24.80,92.41,"High productivity / strong attendance"
21439,"Elijah Arjun Mateo Owusu","Finance Department",Consultant,5148.00,2388.00,7536.00,4.64,36,62.40,90.65,"High productivity / strong attendance"
20125,"Ella Emily Victoria Kim","Customer Support Department",Assistant,6477.00,875.00,7352.00,4.64,23,73.20,90.79,"High productivity / strong attendance"
2373,"Samuel Kojo Lee","Product Management Department",Executive,4677.00,2495.00,7172.00,4.64,33,55.80,90.27,"High productivity / strong attendance"
20662,"Isaac Samuel Daniel Silva","Finance Department",Analyst,4768.00,2097.00,6865.00,4.64,33,25.60,94.79,"High productivity / strong attendance"
18125,"Mohammed Mateo Alexander Williams","Finance Department",Analyst,4022.00,2667.00,6689.00,4.64,16,89.40,93.51,"High productivity / strong attendance"
4160,"Mohammed Kofi Isaac Smith","Engineering Department",Executive,6030.00,493.00,6523.00,4.64,41,62.80,91.96,"High productivity / strong attendance"
21923,"Victoria Hannah Emily Williams","Data and Analytics Department",Consultant,5511.00,619.00,6130.00,4.64,19,24.40,90.85,"High productivity / strong attendance"
22831,"Chiamaka Adwoa Mensah","Human Resources Department",Executive,3483.00,2278.00,5761.00,4.64,44,50.60,93.60,"High productivity / strong attendance"
23659,"Wei Yaw Mohammed Anderson","Finance Department",Manager,3818.00,1914.00,5732.00,4.64,29,64.40,93.38,"High productivity / strong attendance"
3978,"Noah Ethan Silva","Product Management Department",Assistant,4347.00,1334.00,5681.00,4.64,33,71.60,93.74,"High productivity / strong attendance"
5752,"Alexander Hiroshi Jean Owusu","Human Resources Department",Analyst,3516.00,1803.00,5319.00,4.64,21,54.80,95.10,"High productivity / strong attendance"
15707,"Andres Arjun Nathan Lopez","Operations Department",Executive,2704.00,2289.00,4993.00,4.64,31,84.80,92.96,"High productivity / strong attendance"
21854,"Wei Yaw Rossi","Marketing Department",Manager,3859.00,488.00,4347.00,4.64,33,78.00,96.12,"High productivity / strong attendance"
20961,"Sophia Charlotte Aisha Adjei","Data and Analytics Department",Manager,2556.00,1311.00,3867.00,4.64,29,68.40,95.27,"High productivity / strong attendance"
24867,"Daniel Isaac Samuel Okafor","Customer Support Department",Analyst,2614.00,1244.00,3858.00,4.64,35,38.60,94.88,"High productivity / strong attendance"
25807,"Chiamaka Charlotte Sophia Schmidt","Customer Support Department",Executive,14794.00,2538.00,17332.00,4.63,32,34.40,95.12,"High productivity / strong attendance"
4619,"Olivia Charlotte Taylor","Product Management Department",Consultant,14425.00,2872.00,17297.00,4.63,33,68.20,95.86,"High productivity / strong attendance"
460,"Mohammed Nathan Wei Rossi","Engineering Department",Developer,14914.00,2154.00,17068.00,4.63,23,52.20,95.71,"High productivity / strong attendance"
27951,"Ama Ama Hassan","Customer Support Department",Manager,14733.00,1531.00,16264.00,4.63,20,38.80,95.29,"High productivity / strong attendance"
22384,"Victoria Sofia Garcia","Operations Department",Developer,13239.00,2969.00,16208.00,4.63,28,32.20,92.86,"High productivity / strong attendance"
4383,"Arjun Osei","Marketing Department",Manager,14689.00,1487.00,16176.00,4.63,27,54.60,89.32,Monitor
10255,"Nathan Mohammed Michael Silva","Data and Analytics Department",Executive,13714.00,2006.00,15720.00,4.63,34,36.40,90.82,"High productivity / strong attendance"
10053,"Grace Ananya Hassan","Finance Department",Manager,12887.00,2170.00,15057.00,4.63,25,36.40,91.99,"High productivity / strong attendance"
18328,"Elijah Elijah Ethan Osei","Human Resources Department",Manager,14142.00,743.00,14885.00,4.63,27,27.20,94.23,"High productivity / strong attendance"
28011,"Lina Chiamaka Johnson","Finance Department",Assistant,13532.00,1173.00,14705.00,4.63,25,80.20,93.17,"High productivity / strong attendance"
4241,"Sofia Taylor","Customer Support Department",Consultant,11898.00,2520.00,14418.00,4.63,26,54.60,93.69,"High productivity / strong attendance"
6450,"Olivia Sakura Hassan","Operations Department",Manager,13231.00,902.00,14133.00,4.63,29,37.80,96.28,"High productivity / strong attendance"
6298,"Kwame Daniel Noah Brown","Customer Support Department",Executive,11739.00,2264.00,14003.00,4.63,27,29.80,88.22,Monitor
5526,"Olivia Olivia Kim","Human Resources Department",Executive,11299.00,1919.00,13218.00,4.63,25,29.80,95.06,"High productivity / strong attendance"
25985,"Aisha Mia Taylor","Customer Support Department",Executive,12125.00,865.00,12990.00,4.63,23,68.00,98.27,"High productivity / strong attendance"
21365,"Naomi Ama Aisha Lopez","Marketing Department",Analyst,10977.00,1594.00,12571.00,4.63,34,58.60,92.52,"High productivity / strong attendance"
7025,"Zara Hannah Akosua Lopez","Human Resources Department",Executive,11283.00,1247.00,12530.00,4.63,25,27.40,94.11,"High productivity / strong attendance"
26441,"Alexander Kojo Alexander Ivanov","Customer Support Department",Manager,10138.00,2348.00,12486.00,4.63,30,62.20,93.27,"High productivity / strong attendance"
7225,"Chiamaka Zara Adjei","Customer Support Department",Manager,11465.00,800.00,12265.00,4.63,33,41.40,90.58,"High productivity / strong attendance"
8579,"Chiamaka Hannah Mia Anderson","Human Resources Department",Analyst,9533.00,2579.00,12112.00,4.63,20,47.60,94.60,"High productivity / strong attendance"
11723,"Ananya Akosua Emily Owusu","Human Resources Department",Executive,10489.00,1619.00,12108.00,4.63,16,76.40,92.70,"High productivity / strong attendance"
19394,"Ama Isabella Sophia Anderson","Operations Department",Analyst,8884.00,2570.00,11454.00,4.63,23,78.00,93.18,"High productivity / strong attendance"
1269,"Kofi Luca Schmidt","Marketing Department",Executive,8577.00,2791.00,11368.00,4.63,24,35.80,94.11,"High productivity / strong attendance"
24120,"Chiamaka Charlotte Garcia","Marketing Department",Developer,8837.00,2128.00,10965.00,4.63,26,64.80,95.37,"High productivity / strong attendance"
20966,"Ava Chiamaka Ava Badu","Finance Department",Analyst,8016.00,2895.00,10911.00,4.63,37,76.60,90.26,"High productivity / strong attendance"
24704,"Sebastian Jean Ethan Owusu","Marketing Department",Assistant,10041.00,805.00,10846.00,4.63,34,55.20,92.94,"High productivity / strong attendance"
27346,"Ethan Sebastian Boateng","Marketing Department",Assistant,8155.00,1688.00,9843.00,4.63,31,55.00,97.51,"High productivity / strong attendance"
17704,"Isabella Charlotte Martinez","Human Resources Department",Consultant,6761.00,2938.00,9699.00,4.63,26,55.20,94.35,"High productivity / strong attendance"
14212,"David Michael Lopez","Human Resources Department",Developer,8290.00,1224.00,9514.00,4.63,26,65.60,93.30,"High productivity / strong attendance"
29010,"Daniel Yaw Lee","Human Resources Department",Consultant,8900.00,542.00,9442.00,4.63,25,32.40,92.42,"High productivity / strong attendance"
20848,"Ella Olivia Aisha Taylor","Customer Support Department",Analyst,8440.00,998.00,9438.00,4.63,29,49.40,92.33,"High productivity / strong attendance"
12142,"Grace Isabella Martinez","Product Management Department",Manager,6424.00,2930.00,9354.00,4.63,23,73.00,95.66,"High productivity / strong attendance"
19283,"Daniel Noah Mensah","Human Resources Department",Consultant,7111.00,2043.00,9154.00,4.63,39,57.80,93.39,"High productivity / strong attendance"
17659,"Kojo Sebastian Patel","Data and Analytics Department",Assistant,8210.00,763.00,8973.00,4.63,27,66.40,94.63,"High productivity / strong attendance"
13081,"Sofia Sofia Victoria Dubois","Marketing Department",Assistant,6388.00,2520.00,8908.00,4.63,26,35.60,92.22,"High productivity / strong attendance"
19122,"Isaac Jean Dubois","Marketing Department",Assistant,6189.00,2375.00,8564.00,4.63,32,53.80,91.66,"High productivity / strong attendance"
14724,"Mateo Hiroshi Silva","Finance Department",Developer,5357.00,2799.00,8156.00,4.63,38,63.40,92.26,"High productivity / strong attendance"
1340,"Adwoa Hannah Martinez","Operations Department",Assistant,6483.00,1599.00,8082.00,4.63,31,48.60,96.11,"High productivity / strong attendance"
1588,"Carlos Arjun Wei Williams","Data and Analytics Department",Manager,5995.00,1878.00,7873.00,4.63,27,29.40,93.20,"High productivity / strong attendance"
24894,"Yaw Mohammed Kwame Dubois","Product Management Department",Manager,5481.00,2284.00,7765.00,4.63,35,53.80,90.63,"High productivity / strong attendance"
21211,"Sofia Grace Nguyen","Human Resources Department",Developer,4846.00,2839.00,7685.00,4.63,38,43.80,95.33,"High productivity / strong attendance"
17858,"Ella Olivia Ella Brown","Human Resources Department",Executive,7084.00,400.00,7484.00,4.63,31,32.20,93.69,"High productivity / strong attendance"
27252,"Victoria Ava Olivia Badu","Finance Department",Executive,6937.00,448.00,7385.00,4.63,23,49.80,91.51,"High productivity / strong attendance"
12398,"Victoria Ella Fatima Smith","Engineering Department",Executive,4668.00,2058.00,6726.00,4.63,39,59.00,94.60,"High productivity / strong attendance"
3740,"Chen Williams","Product Management Department",Developer,4416.00,2196.00,6612.00,4.63,33,79.20,94.51,"High productivity / strong attendance"
12202,"Mia Sakura Brown","Marketing Department",Analyst,3481.00,2966.00,6447.00,4.63,31,57.60,93.24,"High productivity / strong attendance"
4587,"Victoria Victoria Ava Lopez","Customer Support Department",Consultant,5472.00,874.00,6346.00,4.63,20,85.20,91.47,"High productivity / strong attendance"
14154,"Carlos Elijah Williams","Marketing Department",Analyst,5071.00,1177.00,6248.00,4.63,34,31.40,92.67,"High productivity / strong attendance"
4483,"Fatima Mia Smith","Customer Support Department",Consultant,5835.00,392.00,6227.00,4.63,33,41.20,92.20,"High productivity / strong attendance"
29098,"Jean Arjun Kwame Owusu","Engineering Department",Executive,5059.00,1096.00,6155.00,4.63,25,71.60,94.82,"High productivity / strong attendance"
7180,"Jean Kofi Dubois","Engineering Department",Analyst,4131.00,1752.00,5883.00,4.63,39,76.20,92.85,"High productivity / strong attendance"
20464,"Zara Chiamaka Emily Boateng","Human Resources Department",Manager,3786.00,2021.00,5807.00,4.63,29,33.60,93.36,"High productivity / strong attendance"
10800,"Zara Victoria Johnson","Data and Analytics Department",Developer,3334.00,2057.00,5391.00,4.63,22,67.40,94.61,"High productivity / strong attendance"
21658,"Charlotte Isabella Dubois","Operations Department",Consultant,4309.00,1072.00,5381.00,4.63,31,52.20,94.27,"High productivity / strong attendance"
12110,"Grace Maria Garcia","Customer Support Department",Manager,2846.00,2523.00,5369.00,4.63,28,28.60,94.22,"High productivity / strong attendance"
17742,"Mia Fatima Mia Lee","Finance Department",Consultant,4390.00,444.00,4834.00,4.63,12,77.80,90.72,"High productivity / strong attendance"
12206,"Maria Fatima Osei","Data and Analytics Department",Consultant,3947.00,799.00,4746.00,4.63,42,53.00,89.83,Monitor
9004,"Naomi Lina Mia Osei","Marketing Department",Consultant,3051.00,685.00,3736.00,4.63,36,66.60,94.05,"High productivity / strong attendance"
19748,"Mateo Elijah Patel","Finance Department",Consultant,3102.00,501.00,3603.00,4.63,23,49.00,89.67,Monitor
17157,"Jean David Hiroshi Nguyen","Product Management Department",Assistant,2634.00,933.00,3567.00,4.63,20,28.40,93.01,"High productivity / strong attendance"
17643,"Chen Isabella Boateng","Product Management Department",Analyst,13751.00,2941.00,16692.00,4.62,16,21.20,90.17,"High productivity / strong attendance"
3759,"Charlotte Zara Charlotte Owusu","Product Management Department",Analyst,14312.00,1522.00,15834.00,4.62,33,37.80,92.30,"High productivity / strong attendance"
16379,"Mia Akosua Kim","Operations Department",Analyst,14949.00,856.00,15805.00,4.62,26,66.80,92.74,"High productivity / strong attendance"
6545,"Mohammed Liam Noah Patel","Finance Department",Manager,12904.00,2670.00,15574.00,4.62,15,88.60,90.84,"High productivity / strong attendance"
11719,"Emily Isabella Victoria Taylor","Operations Department",Developer,12542.00,2781.00,15323.00,4.62,23,59.40,89.27,Monitor
22923,"Ama Ananya Badu","Marketing Department",Assistant,12988.00,2225.00,15213.00,4.62,25,86.40,90.61,"High productivity / strong attendance"
7275,"Charlotte Ama Hannah Taylor","Engineering Department",Manager,12525.00,2201.00,14726.00,4.62,27,67.60,91.70,"High productivity / strong attendance"
12102,"Wei Jean Nguyen","Marketing Department",Assistant,12486.00,2184.00,14670.00,4.62,31,80.40,90.63,"High productivity / strong attendance"
16716,"Maria Emily Ananya Rossi","Engineering Department",Developer,12465.00,2155.00,14620.00,4.62,23,82.60,91.14,"High productivity / strong attendance"
4681,"Sophia Lina Isabella Johnson","Data and Analytics Department",Executive,12355.00,2254.00,14609.00,4.62,34,38.80,92.64,"High productivity / strong attendance"
7350,"Sakura Hannah Sofia Osei","Marketing Department",Analyst,10866.00,2793.00,13659.00,4.62,23,64.40,94.89,"High productivity / strong attendance"
4593,"Yusuf Hiroshi Yusuf Kim","Marketing Department",Consultant,13254.00,342.00,13596.00,4.62,26,86.00,90.99,"High productivity / strong attendance"
26264,"Omar Wei Samuel Smith","Marketing Department",Assistant,11517.00,1837.00,13354.00,4.62,22,48.80,90.17,"High productivity / strong attendance"
14067,"Victoria Emily Kim","Engineering Department",Executive,10329.00,2957.00,13286.00,4.62,28,27.00,93.82,"High productivity / strong attendance"
29791,"Elijah Liam Nathan Kim","Customer Support Department",Manager,10991.00,2245.00,13236.00,4.62,39,65.00,94.59,"High productivity / strong attendance"
8781,"Luca Andres Elijah Owusu","Operations Department",Executive,11943.00,1263.00,13206.00,4.62,30,53.20,88.05,Monitor
11944,"Zara Ama Fatima Ivanov","Operations Department",Consultant,10585.00,2307.00,12892.00,4.62,31,57.00,92.95,"High productivity / strong attendance"
12850,"Victoria Lina Khan","Human Resources Department",Developer,11022.00,1759.00,12781.00,4.62,36,56.40,91.63,"High productivity / strong attendance"
14203,"Sofia Ava Johnson","Marketing Department",Assistant,11540.00,1043.00,12583.00,4.62,26,31.20,94.00,"High productivity / strong attendance"
10788,"David Michael Owusu","Operations Department",Consultant,10645.00,1512.00,12157.00,4.62,21,59.20,92.78,"High productivity / strong attendance"
5246,"Sebastian Arjun Sebastian Kim","Customer Support Department",Manager,10965.00,1097.00,12062.00,4.62,23,27.60,93.24,"High productivity / strong attendance"
4394,"Naomi Naomi Sakura Adjei","Data and Analytics Department",Consultant,9787.00,1536.00,11323.00,4.62,18,55.00,90.26,"High productivity / strong attendance"
10645,"Elijah Mateo Luca Brown","Marketing Department",Manager,9651.00,1517.00,11168.00,4.62,21,44.20,93.16,"High productivity / strong attendance"
24224,"Michael Kwame Silva","Finance Department",Analyst,9520.00,1617.00,11137.00,4.62,17,83.60,92.14,"High productivity / strong attendance"
630,"Omar Kwame Yaw Hassan","Data and Analytics Department",Manager,8325.00,2537.00,10862.00,4.62,31,45.00,94.96,"High productivity / strong attendance"
22151,"Aisha Aisha Brown","Human Resources Department",Consultant,8161.00,2497.00,10658.00,4.62,34,50.20,91.16,"High productivity / strong attendance"
19582,"Fatima Maria Chiamaka Adjei","Data and Analytics Department",Manager,8753.00,1525.00,10278.00,4.62,25,55.40,88.98,Monitor
4174,"Mateo Ethan Arjun Adjei","Data and Analytics Department",Assistant,9095.00,1176.00,10271.00,4.62,29,54.20,92.93,"High productivity / strong attendance"
14937,"Maria Victoria Khan","Human Resources Department",Assistant,9502.00,752.00,10254.00,4.62,31,62.00,91.07,"High productivity / strong attendance"
20609,"Adwoa Ananya Naomi Osei","Data and Analytics Department",Assistant,7324.00,2854.00,10178.00,4.62,20,69.80,94.50,"High productivity / strong attendance"
9757,"Sofia Emily Taylor","Engineering Department",Assistant,7879.00,2169.00,10048.00,4.62,34,41.20,92.10,"High productivity / strong attendance"
18577,"Kojo Ethan Boateng","Human Resources Department",Developer,7038.00,2724.00,9762.00,4.62,32,71.40,91.80,"High productivity / strong attendance"
13828,"Chiamaka Ama Silva","Data and Analytics Department",Consultant,6480.00,2973.00,9453.00,4.62,27,25.60,92.67,"High productivity / strong attendance"
18901,"Hannah Adwoa Smith","Finance Department",Assistant,6361.00,2955.00,9316.00,4.62,31,63.40,91.45,"High productivity / strong attendance"
25232,"Charlotte Grace Emily Taylor","Data and Analytics Department",Analyst,7361.00,1606.00,8967.00,4.62,30,50.60,93.60,"High productivity / strong attendance"
13462,"Abena Emily Grace Hassan","Data and Analytics Department",Executive,7660.00,1281.00,8941.00,4.62,20,38.80,91.74,"High productivity / strong attendance"
19722,"Samuel Omar Wei Osei","Finance Department",Consultant,6190.00,2338.00,8528.00,4.62,28,30.60,92.85,"High productivity / strong attendance"
23600,"Daniel David Johnson","Engineering Department",Assistant,5674.00,2823.00,8497.00,4.62,25,35.00,91.61,"High productivity / strong attendance"
10695,"Andres Yusuf Carlos Boateng","Data and Analytics Department",Executive,5339.00,2563.00,7902.00,4.62,33,73.20,92.94,"High productivity / strong attendance"
1209,"Charlotte Grace Lee","Finance Department",Executive,7316.00,566.00,7882.00,4.62,27,47.00,95.70,"High productivity / strong attendance"
17630,"Ava Ella Hassan","Data and Analytics Department",Executive,4815.00,2469.00,7284.00,4.62,22,76.20,91.49,"High productivity / strong attendance"
21959,"Fatima Akosua Victoria Johnson","Engineering Department",Consultant,6460.00,709.00,7169.00,4.62,30,56.40,92.04,"High productivity / strong attendance"
5731,"Arjun Ethan Samuel Williams","Data and Analytics Department",Executive,4435.00,2556.00,6991.00,4.62,27,86.20,92.33,"High productivity / strong attendance"
27889,"Kofi Daniel Schmidt","Operations Department",Executive,5258.00,1676.00,6934.00,4.62,23,81.20,93.94,"High productivity / strong attendance"
17832,"Carlos Nathan Osei","Marketing Department",Manager,6274.00,623.00,6897.00,4.62,28,73.80,93.94,"High productivity / strong attendance"
2032,"Fatima Zara Ella Brown","Product Management Department",Assistant,4327.00,2552.00,6879.00,4.62,25,47.60,92.69,"High productivity / strong attendance"
16105,"Isabella Akosua Grace Johnson","Marketing Department",Consultant,5495.00,976.00,6471.00,4.62,22,64.20,93.65,"High productivity / strong attendance"
29311,"Wei Ethan Yaw Dubois","Finance Department",Executive,5397.00,1064.00,6461.00,4.62,33,32.80,93.91,"High productivity / strong attendance"
13695,"Omar Arjun Kim","Product Management Department",Analyst,4186.00,1936.00,6122.00,4.62,27,40.20,91.77,"High productivity / strong attendance"
26279,"Victoria Lina Sofia Okafor","Engineering Department",Analyst,4248.00,1746.00,5994.00,4.62,28,58.20,90.27,"High productivity / strong attendance"
22912,"Alexander Isaac Samuel Taylor","Marketing Department",Assistant,3945.00,1369.00,5314.00,4.62,25,74.20,97.07,"High productivity / strong attendance"
28294,"Aisha Isabella Schmidt","Marketing Department",Assistant,2570.00,2599.00,5169.00,4.62,26,74.80,89.82,Monitor
27281,"Akosua Akosua Anderson","Product Management Department",Manager,3954.00,1169.00,5123.00,4.62,22,35.40,91.87,"High productivity / strong attendance"
27400,"Chen Chen Charlotte Brown","Finance Department",Developer,2560.00,2356.00,4916.00,4.62,26,34.40,95.83,"High productivity / strong attendance"
3280,"Hannah Sophia Kim","Finance Department",Executive,3609.00,1203.00,4812.00,4.62,32,76.20,95.95,"High productivity / strong attendance"
978,"Isabella Aisha Badu","Finance Department",Executive,3883.00,888.00,4771.00,4.62,14,45.60,90.07,"High productivity / strong attendance"
26140,"Fatima Zara Williams","Finance Department",Assistant,2935.00,1690.00,4625.00,4.62,24,50.80,95.45,"High productivity / strong attendance"
11291,"Andres Kojo Okafor","Data and Analytics Department",Executive,3750.00,658.00,4408.00,4.62,27,59.60,91.53,"High productivity / strong attendance"
6908,"Kojo Jean Williams","Operations Department",Analyst,3815.00,426.00,4241.00,4.62,22,53.80,93.33,"High productivity / strong attendance"
1283,"Aisha Naomi Sofia Martinez","Finance Department",Developer,2998.00,628.00,3626.00,4.62,25,76.00,92.10,"High productivity / strong attendance"
22247,"Isabella Fatima Zara Williams","Data and Analytics Department",Developer,2577.00,509.00,3086.00,4.62,32,64.80,91.52,"High productivity / strong attendance"
512,"David Ethan Nathan Campbell","Customer Support Department",Executive,2733.00,320.00,3053.00,4.62,24,34.80,91.30,"High productivity / strong attendance"
22856,"Kwame Luca Badu","Data and Analytics Department",Assistant,14686.00,2838.00,17524.00,4.61,29,48.60,94.92,"High productivity / strong attendance"
28535,"Kwame Yaw Mateo Owusu","Marketing Department",Analyst,14063.00,2504.00,16567.00,4.61,25,22.00,94.73,"High productivity / strong attendance"
20789,"Naomi Aisha Johnson","Data and Analytics Department",Analyst,12918.00,2850.00,15768.00,4.61,32,54.40,91.82,"High productivity / strong attendance"
27805,"Mohammed Ethan Nathan Ivanov","Product Management Department",Consultant,13753.00,1996.00,15749.00,4.61,39,28.80,95.28,"High productivity / strong attendance"
14898,"Omar Luca Wei Hassan","Operations Department",Manager,14087.00,1380.00,15467.00,4.61,22,81.00,93.48,"High productivity / strong attendance"
26641,"Charlotte Mia Emily Smith","Human Resources Department",Executive,14048.00,1353.00,15401.00,4.61,25,63.00,92.06,"High productivity / strong attendance"
24437,"Sebastian Kwame Lopez","Product Management Department",Consultant,13196.00,1465.00,14661.00,4.61,19,81.40,96.20,"High productivity / strong attendance"
2885,"Olivia Grace Boateng","Product Management Department",Consultant,11961.00,2560.00,14521.00,4.61,18,39.00,91.70,"High productivity / strong attendance"
6935,"Akosua Grace Akosua Boateng","Data and Analytics Department",Analyst,12103.00,2387.00,14490.00,4.61,28,55.40,91.86,"High productivity / strong attendance"
15284,"Kwame Kwame Hassan","Engineering Department",Analyst,12409.00,2068.00,14477.00,4.61,24,69.80,94.78,"High productivity / strong attendance"
9369,"Grace Sakura Grace Boateng","Operations Department",Manager,12932.00,1465.00,14397.00,4.61,28,68.40,93.34,"High productivity / strong attendance"
18852,"David Michael Ivanov","Customer Support Department",Developer,12983.00,1222.00,14205.00,4.61,31,28.60,95.18,"High productivity / strong attendance"
25156,"Aisha Olivia Sofia Adjei","Engineering Department",Analyst,11855.00,2090.00,13945.00,4.61,20,28.60,93.59,"High productivity / strong attendance"
6181,"Sofia Sofia Olivia Owusu","Engineering Department",Executive,12609.00,1034.00,13643.00,4.61,20,80.80,93.79,"High productivity / strong attendance"
16349,"Sebastian Ethan Andres Dubois","Product Management Department",Executive,10068.00,2943.00,13011.00,4.61,31,71.60,93.64,"High productivity / strong attendance"
21035,"Kofi Mateo Rossi","Customer Support Department",Executive,11388.00,1619.00,13007.00,4.61,22,59.00,92.80,"High productivity / strong attendance"
26667,"Yaw Noah Arjun Dubois","Data and Analytics Department",Assistant,12537.00,448.00,12985.00,4.61,33,77.40,92.03,"High productivity / strong attendance"
24679,"Andres Michael Sebastian Martinez","Marketing Department",Manager,11290.00,1593.00,12883.00,4.61,35,78.20,89.67,Monitor
25679,"Omar Elijah Boateng","Engineering Department",Consultant,11675.00,1184.00,12859.00,4.61,20,52.20,92.40,"High productivity / strong attendance"
4794,"Nathan Isaac Hiroshi Mensah","Operations Department",Assistant,9572.00,2906.00,12478.00,4.61,33,20.60,92.07,"High productivity / strong attendance"
13115,"Liam Kojo Alexander Okafor","Marketing Department",Manager,9885.00,2418.00,12303.00,4.61,37,52.00,96.08,"High productivity / strong attendance"
29260,"Alexander Alexander Hiroshi Mensah","Operations Department",Analyst,10685.00,1524.00,12209.00,4.61,23,76.80,93.08,"High productivity / strong attendance"
14770,"Kofi Kofi Kofi Kim","Human Resources Department",Manager,9385.00,2819.00,12204.00,4.61,26,46.80,89.58,Monitor
17653,"Daniel Isaac Wei Smith","Data and Analytics Department",Developer,9195.00,2694.00,11889.00,4.61,24,64.00,92.48,"High productivity / strong attendance"
6870,"Ava Ananya Williams","Finance Department",Executive,8948.00,2869.00,11817.00,4.61,30,71.00,88.95,Monitor
15911,"Victoria Zara Mia Anderson","Engineering Department",Assistant,8481.00,2988.00,11469.00,4.61,36,79.20,94.04,"High productivity / strong attendance"
28876,"Grace Abena Rossi","Human Resources Department",Manager,9539.00,1906.00,11445.00,4.61,36,40.00,94.36,"High productivity / strong attendance"
8489,"Carlos Hiroshi Omar Dubois","Engineering Department",Assistant,10363.00,880.00,11243.00,4.61,27,80.60,91.09,"High productivity / strong attendance"
15176,"Lina Akosua Naomi Brown","Finance Department",Assistant,8609.00,2484.00,11093.00,4.61,37,36.80,91.83,"High productivity / strong attendance"
13064,"Michael Yaw Nathan Garcia","Data and Analytics Department",Assistant,8309.00,2764.00,11073.00,4.61,11,48.20,90.37,"High productivity / strong attendance"
28269,"Daniel Arjun Smith","Data and Analytics Department",Consultant,9947.00,1039.00,10986.00,4.61,22,43.20,92.98,"High productivity / strong attendance"
16995,"Ama Akosua Lina Campbell","Engineering Department",Executive,8938.00,1918.00,10856.00,4.61,35,87.60,95.00,"High productivity / strong attendance"
14188,"Maria Chiamaka Lee","Human Resources Department",Manager,10130.00,669.00,10799.00,4.61,26,35.60,89.57,Monitor
22919,"Hiroshi Ethan Andres Owusu","Operations Department",Consultant,8435.00,2174.00,10609.00,4.61,34,55.60,91.80,"High productivity / strong attendance"
4599,"Michael Liam Adjei","Product Management Department",Developer,9428.00,1152.00,10580.00,4.61,19,22.00,93.16,"High productivity / strong attendance"
29680,"Abena Isabella Hassan","Data and Analytics Department",Manager,7826.00,2519.00,10345.00,4.61,32,67.00,93.33,"High productivity / strong attendance"
25001,"Alexander Ethan Mohammed Patel","Human Resources Department",Assistant,8837.00,1481.00,10318.00,4.61,23,28.20,93.98,"High productivity / strong attendance"
3350,"Mateo Yusuf Mensah","Engineering Department",Consultant,9273.00,899.00,10172.00,4.61,27,48.80,92.58,"High productivity / strong attendance"
4053,"Charlotte Charlotte Kim","Product Management Department",Manager,9175.00,950.00,10125.00,4.61,31,84.60,93.92,"High productivity / strong attendance"
24505,"Sebastian Isaac Kim","Data and Analytics Department",Executive,8128.00,1155.00,9283.00,4.61,14,65.60,94.72,"High productivity / strong attendance"
16714,"Chiamaka Sofia Dubois","Finance Department",Assistant,8405.00,828.00,9233.00,4.61,16,52.40,93.46,"High productivity / strong attendance"
15607,"Akosua Akosua Zara Dubois","Operations Department",Manager,6473.00,2716.00,9189.00,4.61,30,32.60,91.96,"High productivity / strong attendance"
15430,"Victoria Ava Ava Campbell","Engineering Department",Manager,6177.00,2939.00,9116.00,4.61,24,45.60,94.07,"High productivity / strong attendance"
4101,"Mohammed Elijah Wei Okafor","Operations Department",Manager,8213.00,707.00,8920.00,4.61,43,62.60,93.87,"High productivity / strong attendance"
24577,"Naomi Sakura Victoria Hassan","Engineering Department",Assistant,8005.00,798.00,8803.00,4.61,26,70.80,90.83,"High productivity / strong attendance"
11084,"Victoria Lina Rossi","Customer Support Department",Developer,5813.00,2809.00,8622.00,4.61,22,35.60,92.71,"High productivity / strong attendance"
5521,"Andres David Boateng","Product Management Department",Assistant,5400.00,2915.00,8315.00,4.61,32,75.00,91.60,"High productivity / strong attendance"
9487,"Zara Olivia Hannah Badu","Product Management Department",Analyst,6105.00,2163.00,8268.00,4.61,26,36.00,92.28,"High productivity / strong attendance"
27326,"Grace Ananya Olivia Patel","Marketing Department",Developer,7653.00,402.00,8055.00,4.61,21,41.40,92.97,"High productivity / strong attendance"
8501,"Chen Olivia Ella Okafor","Human Resources Department",Assistant,7397.00,414.00,7811.00,4.61,31,26.80,92.82,"High productivity / strong attendance"
17250,"Mohammed Hiroshi Sebastian Hassan","Finance Department",Consultant,4796.00,2977.00,7773.00,4.61,17,60.60,92.54,"High productivity / strong attendance"
1956,"Sofia Fatima Ava Adjei","Operations Department",Assistant,5113.00,2597.00,7710.00,4.61,23,70.00,92.43,"High productivity / strong attendance"
9999,"Abena Ella Olivia Campbell","Customer Support Department",Analyst,6772.00,935.00,7707.00,4.61,31,29.20,91.26,"High productivity / strong attendance"
27892,"Olivia Aisha Silva","Finance Department",Manager,4680.00,2817.00,7497.00,4.61,28,87.40,92.60,"High productivity / strong attendance"
