finance_id ,basic_salary,tax_id,account_number,staff_id,allowances,bank_name
FIN-19972,12195,GHA-2287455944-3,68126729229,18973,1139,UBA Ghana
FIN-19973,14515,GHA-1017331020-9,166696794109,18974,1673,Absa Bank Ghana
FIN-19974,12633,GHA-4155546829-5,146227921848,18975,2018,Fidelity Bank Ghana
FIN-19975,11416,GHA-1954965985-4,084337526657,18976,1705,First Atlantic Bank
FIN-19976,14490,GHA-8179453026-9,7469443877,18977,1301,First Atlantic Bank
FIN-19977,8086,GHA-6300623543-9,7174161141209,18978,842,Stanbic Bank Ghana
FIN-19978,13304,GHA-5508155736-9,848654920100,18979,1928,CalBank
FIN-19979,11435,GHA-3343589387-4,2667608188728,18980,1337,Stanbic Bank Ghana
FIN-19980,14734,GHA-2764472568-6,1069860186,18981,2045,First Atlantic Bank
FIN-19981,6057,GHA-0042937334-7,23736047384,18982,2249,Ecobank Ghana
FIN-19982,12392,GHA-9887236429-6,317752364005,18983,594,First Atlantic Bank
FIN-19983,7623,GHA-3391804204-7,1416721455544,18984,443,Republic Bank Ghana
FIN-19984,12667,GHA-9979302242-1,750708458293,18985,2815,Republic Bank Ghana
FIN-19985,13003,GHA-4714862792-1,7320149053787,18986,920,CalBank
FIN-19986,8561,GHA-8944026594-3,69071955957,18987,935,Access Bank Ghana
FIN-19987,11520,GHA-0363932094-4,181613632794,18988,1271,First Atlantic Bank
FIN-19988,10673,GHA-4869026614-0,28847837313,18989,714,Stanbic Bank Ghana
FIN-19989,8898,GHA-4838158963-6,2643521255115,18990,1550,Absa Bank Ghana
FIN-19990,14705,GHA-8105510318-9,07034757921,18991,1766,GCB Bank
FIN-19991,3314,GHA-6291922548-1,4752415383,18992,971,First Atlantic Bank
FIN-19992,10045,GHA-3663193774-9,933110990059,18993,2263,Absa Bank Ghana
FIN-19993,11546,GHA-8707904591-5,7933018144011,18994,2697,Ecobank Ghana
FIN-19994,12667,GHA-5240516262-3,0978309693349,18995,2888,CalBank
FIN-19995,7919,GHA-3773479570-0,6151402993,18996,2974,Access Bank Ghana
FIN-19996,4812,GHA-9435062922-1,01144199700,18997,2140,Fidelity Bank Ghana
FIN-19997,14416,GHA-2811229723-9,043226656075,18998,2939,Stanbic Bank Ghana
FIN-19998,7352,GHA-9031143264-0,75492674650,18999,2061,Access Bank Ghana
FIN-19999,8158,GHA-0850935695-9,740749175287,19000,525,Access Bank Ghana
FIN-20000,11768,GHA-7119499856-7,3485359179289,19001,2828,Absa Bank Ghana
FIN-20001,3893,GHA-8364824468-9,29152141463,19002,688,First Atlantic Bank
FIN-20002,3737,GHA-0959046322-3,75987815286,19003,610,CalBank
FIN-20003,12253,GHA-8356747226-6,5348656688289,19004,2478,Stanbic Bank Ghana
FIN-20004,14742,GHA-1556088662-1,642867845287,19005,1836,Fidelity Bank Ghana
FIN-20005,14866,GHA-1349604856-9,3533617975,19006,2903,CalBank
FIN-20006,13147,GHA-8277609089-7,4879293279,19007,770,GCB Bank
FIN-20007,2679,GHA-6535312154-8,01959389210,19008,1889,UBA Ghana
FIN-20008,12162,GHA-7313429188-0,1657278175,19009,2506,UBA Ghana
FIN-20009,5466,GHA-9593552251-7,8277203091,19010,865,Ecobank Ghana
FIN-20010,3647,GHA-7939108812-1,7510871784,19011,2098,CalBank
FIN-20011,12953,GHA-0013600236-5,166055659515,19012,1069,Ecobank Ghana
FIN-20012,8559,GHA-8589234062-4,71112256802,19013,1781,First Atlantic Bank
FIN-20013,12785,GHA-7476412256-8,46705915182,19014,1706,First Atlantic Bank
FIN-20014,14104,GHA-1421274279-7,54809295283,19015,1055,Access Bank Ghana
FIN-20015,4782,GHA-8799361360-4,95517141060,19016,2782,Absa Bank Ghana
FIN-20016,6275,GHA-4783188138-8,400636648127,19017,2573,Access Bank Ghana
FIN-20017,11544,GHA-0249907030-0,69307809841,19018,1485,Stanbic Bank Ghana
FIN-20018,8811,GHA-4669151687-4,7520825996,19019,1504,Absa Bank Ghana
FIN-20019,12528,GHA-7253828213-5,0061896752,19020,2180,GCB Bank
FIN-20020,11370,GHA-6189563483-0,209944378317,19021,1416,Fidelity Bank Ghana
FIN-20021,12174,GHA-0855670995-7,03896921910,19022,764,Ecobank Ghana
FIN-20022,5153,GHA-3997046865-7,655276743630,19023,760,UBA Ghana
FIN-20023,14181,GHA-2184108933-1,1544278845009,19024,1327,Fidelity Bank Ghana
FIN-20024,13638,GHA-0621677713-2,771075600752,19025,1320,GCB Bank
FIN-20025,13374,GHA-6530968281-9,8485703668,19026,1904,CalBank
FIN-20026,6599,GHA-2142740525-1,78991708562,19027,2518,Stanbic Bank Ghana
FIN-20027,2610,GHA-2363432684-2,1345788079794,19028,518,GCB Bank
FIN-20028,8028,GHA-9638830116-1,6102790201759,19029,1374,Republic Bank Ghana
FIN-20029,14253,GHA-3584997430-1,6991649675,19030,872,Stanbic Bank Ghana
FIN-20030,7942,GHA-2095017577-5,2537849358442,19031,1988,Republic Bank Ghana
FIN-20031,6861,GHA-4834314865-1,6297061810,19032,428,First Atlantic Bank
FIN-20032,3516,GHA-5760825423-1,4402165771,19033,866,Fidelity Bank Ghana
FIN-20033,4971,GHA-9054788139-8,78550405528,19034,1630,UBA Ghana
FIN-20034,6836,GHA-3737375998-0,9439994948297,19035,2261,Ecobank Ghana
FIN-20035,3656,GHA-7344230709-8,1417808099,19036,2142,Republic Bank Ghana
FIN-20036,6722,GHA-0512673049-1,0058268514,19037,2700,UBA Ghana
FIN-20037,11691,GHA-6386383106-4,455182090496,19038,897,CalBank
FIN-20038,5016,GHA-1568776614-1,36916188051,19039,2432,UBA Ghana
FIN-20039,13665,GHA-9238574301-6,7692758769,19040,350,Ecobank Ghana
FIN-20040,5578,GHA-6707797219-5,61509708384,19041,372,First Atlantic Bank
FIN-20041,13020,GHA-9441447053-1,788638732945,19042,2913,Republic Bank Ghana
FIN-20042,12273,GHA-1108417945-6,0150737495123,19043,1447,CalBank
FIN-20043,7552,GHA-4059767243-4,26311023166,19044,2134,Absa Bank Ghana
FIN-20044,8954,GHA-0998747436-9,18532379775,19045,1652,Access Bank Ghana
FIN-20045,11266,GHA-4969627978-3,7794567897,19046,615,GCB Bank
FIN-20046,4509,GHA-8587073471-8,5655002072602,19047,2200,Ecobank Ghana
FIN-20047,5661,GHA-8271417989-2,6486035883035,19048,1688,GCB Bank
FIN-20048,12371,GHA-4212272247-0,4578974191,19049,1482,Republic Bank Ghana
FIN-20049,11162,GHA-2313001269-8,778941392439,19050,2990,Absa Bank Ghana
FIN-20050,5436,GHA-3294886212-6,60607926798,19051,2344,UBA Ghana
FIN-20051,4453,GHA-1012651188-2,34147325728,19052,2783,Fidelity Bank Ghana
FIN-20052,12847,GHA-1912238940-9,21554434759,19053,1571,Fidelity Bank Ghana
FIN-20053,14228,GHA-5372742366-6,34288761923,19054,1907,GCB Bank
FIN-20054,10290,GHA-2959660243-7,5681941175,19055,1990,UBA Ghana
FIN-20055,11968,GHA-9378568648-2,3302535713862,19056,2046,First Atlantic Bank
FIN-20056,4454,GHA-3653639931-9,010154200929,19057,716,GCB Bank
FIN-20057,13369,GHA-0205722186-8,8529460785811,19058,2409,Ecobank Ghana
FIN-20058,9477,GHA-7099117036-0,160140619574,19059,470,CalBank
FIN-20059,11908,GHA-9213292535-8,762239974138,19060,357,First Atlantic Bank
FIN-20060,3881,GHA-8807320890-4,876794744215,19061,334,GCB Bank
FIN-20061,3301,GHA-1496058072-1,4525645485387,19062,468,Stanbic Bank Ghana
FIN-20062,2990,GHA-9780937689-8,42494056958,19063,1316,Ecobank Ghana
FIN-20063,8207,GHA-3777243911-1,5019711711,19064,685,UBA Ghana
FIN-20064,11428,GHA-6061668060-7,71549378592,19065,2986,Stanbic Bank Ghana
FIN-20065,9783,GHA-6475309990-3,6070453354964,19066,1033,Access Bank Ghana
FIN-20066,7562,GHA-4597825273-4,0614928506,19067,1405,Access Bank Ghana
FIN-20067,4366,GHA-5034018415-6,085066885652,19068,709,Republic Bank Ghana
FIN-20068,12826,GHA-0977564768-3,69604350006,19069,1407,Fidelity Bank Ghana
FIN-20069,4796,GHA-9036245611-1,786082894394,19070,1910,Ecobank Ghana
FIN-20070,13176,GHA-2112526159-5,8540499170497,19071,1703,CalBank
FIN-20071,2537,GHA-3320072272-4,5400789661928,19072,1275,Access Bank Ghana
FIN-20072,4148,GHA-9678432774-0,2084639055,19073,1426,Stanbic Bank Ghana
FIN-20073,12306,GHA-7307309016-7,344371657136,19074,932,Access Bank Ghana
FIN-20074,6216,GHA-8588511355-5,5626516096847,19075,2263,First Atlantic Bank
FIN-20075,6427,GHA-5300549391-0,682861213998,19076,2392,Access Bank Ghana
FIN-20076,2516,GHA-7583434041-1,8690858529163,19077,1614,CalBank
FIN-20077,12500,GHA-6485628338-5,364698238781,19078,1171,UBA Ghana
FIN-20078,11199,GHA-1760184014-0,0535263179195,19079,2770,Ecobank Ghana
FIN-20079,10371,GHA-8484481637-7,7725315237,19080,1036,Ecobank Ghana
FIN-20080,5363,GHA-4204102417-4,5022930088,19081,334,Access Bank Ghana
FIN-20081,4087,GHA-3784861257-0,397638109397,19082,1733,Republic Bank Ghana
FIN-20082,7268,GHA-3574960882-6,68660928528,19083,1025,UBA Ghana
FIN-20083,12664,GHA-4660447798-4,9536455516,19084,1796,Fidelity Bank Ghana
FIN-20084,13376,GHA-3520141717-8,0509980712,19085,394,Absa Bank Ghana
FIN-20085,5748,GHA-1080260297-3,8136488954056,19086,838,Stanbic Bank Ghana
FIN-20086,13745,GHA-7888561048-7,94492396996,19087,924,Stanbic Bank Ghana
FIN-20087,12512,GHA-7770510997-3,44218628425,19088,1187,UBA Ghana
FIN-20088,3255,GHA-5425604396-8,193331855367,19089,2830,Republic Bank Ghana
FIN-20089,10738,GHA-6182766468-4,743598006415,19090,1386,Access Bank Ghana
FIN-20090,7476,GHA-1507516377-0,6280697483,19091,1805,CalBank
FIN-20091,14383,GHA-0784045588-3,9499085000,19092,659,Absa Bank Ghana
FIN-20092,14387,GHA-4479341484-5,5609977526750,19093,1999,Ecobank Ghana
FIN-20093,13503,GHA-1119064012-9,538544735527,19094,530,Ecobank Ghana
FIN-20094,9577,GHA-8685689681-3,1622563756,19095,1278,Stanbic Bank Ghana
FIN-20095,12162,GHA-0273457694-2,2001958623,19096,715,GCB Bank
FIN-20096,11176,GHA-4691894887-7,8268545362869,19097,2435,Ecobank Ghana
FIN-20097,10084,GHA-8883495097-2,9468020075,19098,731,Access Bank Ghana
FIN-20098,5203,GHA-5668028931-7,4506873782769,19099,2407,Ecobank Ghana
FIN-20099,3643,GHA-1310841492-9,778602381714,19100,1010,Access Bank Ghana
FIN-20100,3683,GHA-5742623941-0,2961841272,19101,2346,Republic Bank Ghana
FIN-20101,14466,GHA-3492116548-1,9649994325,19102,1176,GCB Bank
FIN-20102,7778,GHA-6977494879-3,7507342017,19103,2258,Ecobank Ghana
FIN-20103,6815,GHA-2335576933-3,0232246103355,19104,726,Republic Bank Ghana
FIN-20104,13810,GHA-0494474495-1,183839517707,19105,1659,GCB Bank
FIN-20105,4208,GHA-5962190799-0,1484995635599,19106,2083,Fidelity Bank Ghana
FIN-20106,13984,GHA-3831763007-5,93229819933,19107,763,First Atlantic Bank
FIN-20107,11044,GHA-7640641882-4,170054844299,19108,969,GCB Bank
FIN-20108,5581,GHA-3720161016-4,846234227012,19109,657,Stanbic Bank Ghana
FIN-20109,8551,GHA-6715885603-6,221479259038,19110,2387,GCB Bank
FIN-20110,4886,GHA-2985240970-4,014262971330,19111,2082,Absa Bank Ghana
FIN-20111,7634,GHA-6968437511-2,0320326235447,19112,2801,Stanbic Bank Ghana
FIN-20112,9844,GHA-6582254054-1,53658085831,19113,2028,Republic Bank Ghana
FIN-20113,7310,GHA-8768642194-5,32481841992,19114,2604,Access Bank Ghana
FIN-20114,2739,GHA-3885354614-6,573662457460,19115,1498,CalBank
FIN-20115,12947,GHA-5944924035-5,6655821320,19116,2534,First Atlantic Bank
FIN-20116,12856,GHA-1041628900-8,771210873850,19117,2757,Fidelity Bank Ghana
FIN-20117,7944,GHA-6733016328-5,760431092845,19118,2085,First Atlantic Bank
FIN-20118,13406,GHA-9252329819-3,8652864264376,19119,1301,Republic Bank Ghana
FIN-20119,12080,GHA-6969044063-2,9221166792855,19120,1762,Access Bank Ghana
FIN-20120,10555,GHA-0783013910-5,2021924741237,19121,886,Stanbic Bank Ghana
FIN-20121,6189,GHA-1679374516-1,2020258616176,19122,2375,Republic Bank Ghana
FIN-20122,7175,GHA-7116125401-0,012409221734,19123,639,UBA Ghana
FIN-20123,11768,GHA-6908598933-6,9180373328600,19124,2278,First Atlantic Bank
FIN-20124,12075,GHA-8877148299-5,6075965808146,19125,1715,Fidelity Bank Ghana
FIN-20125,10909,GHA-1386418419-5,2674666222,19126,1301,Access Bank Ghana
FIN-20126,9618,GHA-4813172883-1,875641025811,19127,2360,Stanbic Bank Ghana
FIN-20127,3981,GHA-6512916766-1,5727216087,19128,2581,Ecobank Ghana
FIN-20128,9983,GHA-9077540098-0,270723475592,19129,2770,Republic Bank Ghana
FIN-20129,7882,GHA-6128778484-8,465115831558,19130,1441,CalBank
FIN-20130,10346,GHA-2570309738-1,7119992344,19131,2358,Republic Bank Ghana
FIN-20131,10282,GHA-7854971593-2,844834203339,19132,1930,First Atlantic Bank
FIN-20132,9477,GHA-1250841451-6,5702887044,19133,2392,UBA Ghana
FIN-20133,4558,GHA-7481581551-6,5712545603,19134,301,CalBank
FIN-20134,7137,GHA-5108213143-0,348874718542,19135,555,Access Bank Ghana
FIN-20135,14705,GHA-7433503485-4,4717110819388,19136,2029,Republic Bank Ghana
FIN-20136,8184,GHA-5212818304-3,909629361098,19137,2376,UBA Ghana
FIN-20137,7262,GHA-2743497000-4,98481435010,19138,2560,UBA Ghana
FIN-20138,12898,GHA-2072042810-6,09937466971,19139,2123,CalBank
FIN-20139,11964,GHA-1314932414-1,0926169743,19140,1406,Ecobank Ghana
FIN-20140,11221,GHA-8781227771-2,6756916221956,19141,1396,Access Bank Ghana
FIN-20141,10161,GHA-2069612957-4,0021250254,19142,1467,UBA Ghana
FIN-20142,12572,GHA-4769653585-8,6230096117,19143,2263,Republic Bank Ghana
FIN-20143,13580,GHA-2476769301-0,55868458312,19144,2751,First Atlantic Bank
FIN-20144,5838,GHA-4995997122-1,8149837764,19145,2409,Fidelity Bank Ghana
FIN-20145,7687,GHA-1062318478-1,57421110727,19146,303,Access Bank Ghana
FIN-20146,2803,GHA-2810698893-2,494436655759,19147,2830,Stanbic Bank Ghana
FIN-20147,6828,GHA-7183795704-5,0480173197,19148,2095,Access Bank Ghana
FIN-20148,3209,GHA-1719374107-3,1824113340,19149,2541,Absa Bank Ghana
FIN-20149,3970,GHA-7971403829-5,854520844115,19150,1539,Fidelity Bank Ghana
FIN-20150,5961,GHA-9686692251-0,6229614093,19151,324,Fidelity Bank Ghana
FIN-20151,3809,GHA-5700552188-0,610129332908,19152,1662,Republic Bank Ghana
FIN-20152,10995,GHA-4539229768-6,98304525511,19153,2352,CalBank
FIN-20153,13133,GHA-9676790689-5,323913358909,19154,2934,Stanbic Bank Ghana
FIN-20154,8666,GHA-1917741381-6,2505904902492,19155,2533,Access Bank Ghana
FIN-20155,11531,GHA-7321445833-6,324545106096,19156,1938,First Atlantic Bank
FIN-20156,14380,GHA-7800847664-3,456808601944,19157,2054,Access Bank Ghana
FIN-20157,12247,GHA-0609619721-1,04299590908,19158,2038,First Atlantic Bank
FIN-20158,14479,GHA-7163866239-6,16476505875,19159,876,Republic Bank Ghana
FIN-20159,5749,GHA-8762686465-1,30809113420,19160,499,GCB Bank
FIN-20160,3148,GHA-8852831045-2,7923909029,19161,2851,Absa Bank Ghana
FIN-20161,7778,GHA-0366875981-2,6719972139,19162,1709,Ecobank Ghana
FIN-20162,3702,GHA-1067830152-5,618931493680,19163,514,CalBank
FIN-20163,14572,GHA-7514463864-5,6993986765181,19164,2287,Absa Bank Ghana
FIN-20164,8910,GHA-2844428868-9,61448208009,19165,1274,Fidelity Bank Ghana
FIN-20165,6938,GHA-2092404922-8,1705011718,19166,1618,Fidelity Bank Ghana
FIN-20166,8054,GHA-5892954831-0,9304684190,19167,1665,UBA Ghana
FIN-20167,4811,GHA-6973469445-4,1663688205619,19168,1639,Republic Bank Ghana
FIN-20168,13044,GHA-3148324628-6,9752126380,19169,1927,Access Bank Ghana
FIN-20169,6552,GHA-1442592893-7,393169018287,19170,2052,Ecobank Ghana
FIN-20170,3222,GHA-9777457027-9,108658492044,19171,1974,Ecobank Ghana
FIN-20171,13948,GHA-7206348563-7,5924428095,19172,352,Ecobank Ghana
FIN-20172,9406,GHA-6340353047-8,8258308397,19173,1730,Access Bank Ghana
FIN-20173,5292,GHA-1870955406-6,402126203723,19174,2841,GCB Bank
FIN-20174,11478,GHA-9063666245-6,859652528375,19175,999,First Atlantic Bank
FIN-20175,4353,GHA-9654197163-1,5489909394,19176,1951,Republic Bank Ghana
FIN-20176,11733,GHA-0246440417-0,6477030636,19177,2547,CalBank
FIN-20177,11585,GHA-1983332000-3,3197846009518,19178,340,GCB Bank
FIN-20178,11698,GHA-2503002497-8,5316337162,19179,915,Absa Bank Ghana
FIN-20179,14660,GHA-6160051343-8,2992722653,19180,1474,First Atlantic Bank
FIN-20180,5105,GHA-9766343301-8,128242287619,19181,2842,Fidelity Bank Ghana
FIN-20181,14087,GHA-9252957024-0,62274893711,19182,2564,CalBank
FIN-20182,13483,GHA-6158272067-8,46219525937,19183,552,CalBank
FIN-20183,6086,GHA-6202168742-7,315293656822,19184,2531,CalBank
FIN-20184,5186,GHA-3996013470-6,6107504774,19185,885,Stanbic Bank Ghana
FIN-20185,5652,GHA-8802378796-7,0193213805,19186,1417,Ecobank Ghana
FIN-20186,8375,GHA-9336919887-4,3415040118423,19187,438,CalBank
FIN-20187,11688,GHA-3550615066-6,77600318019,19188,2077,UBA Ghana
FIN-20188,5386,GHA-8389972970-8,982205697746,19189,2768,Absa Bank Ghana
FIN-20189,10282,GHA-1297314741-8,957941139025,19190,536,Stanbic Bank Ghana
FIN-20190,9160,GHA-7114884111-7,44109375270,19191,738,UBA Ghana
FIN-20191,6121,GHA-9394723618-2,81120995782,19192,1790,First Atlantic Bank
FIN-20192,11519,GHA-3578325667-2,031803890397,19193,2032,GCB Bank
FIN-20193,9438,GHA-7560958341-8,317618844105,19194,490,UBA Ghana
FIN-20194,4158,GHA-8779493716-8,35634370444,19195,2619,Access Bank Ghana
FIN-20195,14554,GHA-8229763243-6,654488431311,19196,1891,GCB Bank
FIN-20196,5321,GHA-0074646900-8,8779692491,19197,2265,UBA Ghana
FIN-20197,6236,GHA-0032864296-5,679608889638,19198,1286,Ecobank Ghana
FIN-20198,4117,GHA-5859739049-6,8805301276524,19199,2244,Access Bank Ghana
FIN-20199,14569,GHA-6367163501-1,6915236394727,19200,1320,UBA Ghana
FIN-20200,4416,GHA-0476612954-1,18215714357,19201,2529,Absa Bank Ghana
FIN-20201,13313,GHA-8270487091-6,7257126614238,19202,2773,Absa Bank Ghana
FIN-20202,14379,GHA-7052507487-9,8372128605896,19203,375,Stanbic Bank Ghana
FIN-20203,4663,GHA-5335846114-7,50415496325,19204,2966,GCB Bank
FIN-20204,13865,GHA-4345535860-8,33371742380,19205,1266,UBA Ghana
FIN-20205,14561,GHA-6592491388-8,870706966467,19206,1927,CalBank
FIN-20206,13084,GHA-4133246823-2,419292264601,19207,1071,Access Bank Ghana
FIN-20207,11708,GHA-4355522926-0,319176674267,19208,2323,Fidelity Bank Ghana
FIN-20208,4413,GHA-8935879413-2,31494844145,19209,1644,UBA Ghana
FIN-20209,4848,GHA-6796536673-0,2394719125559,19210,1787,Stanbic Bank Ghana
FIN-20210,12892,GHA-5377614078-0,1151024215682,19211,1288,Absa Bank Ghana
FIN-20211,12147,GHA-4637926620-7,7111238705070,19212,2187,Fidelity Bank Ghana
FIN-20212,12839,GHA-6022987100-7,9247534249312,19213,2710,Stanbic Bank Ghana
FIN-20213,11042,GHA-0361299816-7,8311547803196,19214,2516,GCB Bank
FIN-20214,10650,GHA-5647222016-1,2221900394,19215,1125,Absa Bank Ghana
FIN-20215,10504,GHA-8077048802-6,006352450669,19216,688,Absa Bank Ghana
FIN-20216,14985,GHA-4542011539-8,3672310160702,19217,1521,Fidelity Bank Ghana
FIN-20217,3402,GHA-4892034662-5,349858496369,19218,317,Absa Bank Ghana
FIN-20218,7066,GHA-2464005743-9,360282409323,19219,2101,GCB Bank
FIN-20219,9341,GHA-6210609165-6,2963305185,19220,1298,GCB Bank
FIN-20220,9325,GHA-3811268785-6,88165092690,19221,1916,Absa Bank Ghana
FIN-20221,8629,GHA-7648463567-5,20945656027,19222,641,UBA Ghana
FIN-20222,10380,GHA-9827379568-2,612068623400,19223,1523,Fidelity Bank Ghana
FIN-20223,13157,GHA-8150574514-3,50993295771,19224,2153,Ecobank Ghana
FIN-20224,7464,GHA-0478426583-5,9668829823,19225,1116,UBA Ghana
FIN-20225,11125,GHA-6468065005-2,7321579249,19226,350,CalBank
FIN-20226,5640,GHA-2176656247-0,38113276534,19227,2594,Stanbic Bank Ghana
FIN-20227,5960,GHA-0764308151-7,1704512801,19228,1826,Fidelity Bank Ghana
FIN-20228,5021,GHA-0169959478-2,9172078106,19229,2187,Absa Bank Ghana
FIN-20229,14061,GHA-8768895458-6,041121181517,19230,1783,First Atlantic Bank
FIN-20230,13736,GHA-9261520233-7,29921417346,19231,624,Access Bank Ghana
FIN-20231,8660,GHA-1759778580-3,4206521115,19232,2381,Access Bank Ghana
FIN-20232,5066,GHA-4984203969-2,42894863621,19233,2063,CalBank
FIN-20233,5449,GHA-0771066970-0,1632739444,19234,2461,UBA Ghana
FIN-20234,4690,GHA-8550050904-4,87748806306,19235,2490,Republic Bank Ghana
FIN-20235,12912,GHA-5043438546-9,1345124448,19236,2299,UBA Ghana
FIN-20236,6920,GHA-2474570736-0,68065240663,19237,2514,Ecobank Ghana
FIN-20237,3060,GHA-0889780428-5,2448072869,19238,1382,Absa Bank Ghana
FIN-20238,12302,GHA-7653694041-4,81399300933,19239,2955,GCB Bank
FIN-20239,4089,GHA-6570911436-6,39931345975,19240,1213,GCB Bank
FIN-20240,5903,GHA-2320806694-6,0259157226,19241,1702,First Atlantic Bank
FIN-20241,2624,GHA-6527712634-5,8157747322,19242,1597,Ecobank Ghana
FIN-20242,14146,GHA-0014474351-2,9115392212,19243,887,First Atlantic Bank
FIN-20243,5603,GHA-9468918568-8,80825600472,19244,1204,Stanbic Bank Ghana
FIN-20244,5428,GHA-2579602694-2,6834135620690,19245,1289,CalBank
FIN-20245,3681,GHA-7339564270-2,5043689517,19246,787,Stanbic Bank Ghana
FIN-20246,4537,GHA-7071564184-6,5650532937,19247,337,Fidelity Bank Ghana
FIN-20247,9466,GHA-5885502141-7,8941464625213,19248,1675,Access Bank Ghana
FIN-20248,14370,GHA-8790221153-4,8629565949442,19249,1127,CalBank
FIN-20249,3798,GHA-6487201057-1,115920846270,19250,1713,Ecobank Ghana
FIN-20250,11918,GHA-8086992320-1,32188749775,19251,1174,Ecobank Ghana
FIN-20251,12868,GHA-6752120943-3,7237042381637,19252,1356,CalBank
FIN-20252,9602,GHA-3827580363-8,05094438037,19253,1578,GCB Bank
FIN-20253,4409,GHA-8159759198-6,86494491170,19254,2327,GCB Bank
FIN-20254,12245,GHA-8112152835-7,052483578224,19255,304,Fidelity Bank Ghana
FIN-20255,11623,GHA-4215395146-0,9377157370,19256,397,CalBank
FIN-20256,11254,GHA-6711847383-8,0891404568,19257,2616,First Atlantic Bank
FIN-20257,3996,GHA-5911968233-3,2034082498,19258,1315,GCB Bank
FIN-20258,13529,GHA-0840524729-9,970060198202,19259,1012,UBA Ghana
FIN-20259,10617,GHA-8334441019-7,8403699331,19260,2915,Access Bank Ghana
FIN-20260,9347,GHA-2842005414-6,75585595306,19261,1469,Republic Bank Ghana
FIN-20261,13542,GHA-8022825553-4,6403882667217,19262,2709,Ecobank Ghana
FIN-20262,12293,GHA-7680339421-3,16019689964,19263,1907,Stanbic Bank Ghana
FIN-20263,14017,GHA-7391592002-1,2196730001838,19264,2456,Absa Bank Ghana
FIN-20264,3482,GHA-7212406730-5,87183199949,19265,1739,GCB Bank
FIN-20265,7337,GHA-1277037616-7,1784376498151,19266,1915,Stanbic Bank Ghana
FIN-20266,10452,GHA-4820680560-0,49605835124,19267,433,Republic Bank Ghana
FIN-20267,4428,GHA-5733111644-1,0131315161025,19268,336,UBA Ghana
FIN-20268,12795,GHA-6978562478-2,33050703409,19269,2545,Fidelity Bank Ghana
FIN-20269,14758,GHA-5050290322-1,52374994426,19270,1727,GCB Bank
FIN-20270,12303,GHA-4313695802-0,72462344985,19271,2721,Fidelity Bank Ghana
FIN-20271,9709,GHA-3116810598-4,4168298774,19272,1814,Fidelity Bank Ghana
FIN-20272,6818,GHA-9450795278-6,822556157557,19273,423,UBA Ghana
FIN-20273,2886,GHA-4265824616-0,1064081937676,19274,2622,GCB Bank
FIN-20274,5950,GHA-7471186526-9,6361504686,19275,1547,GCB Bank
FIN-20275,11340,GHA-9810981469-6,1425767496,19276,2777,Access Bank Ghana
FIN-20276,5174,GHA-5802743013-2,651900673313,19277,623,First Atlantic Bank
FIN-20277,10115,GHA-0069920084-4,628478177362,19278,2740,Republic Bank Ghana
FIN-20278,2813,GHA-2740372746-7,4914146353833,19279,1324,Republic Bank Ghana
FIN-20279,4294,GHA-2462832204-3,4299467866,19280,727,Republic Bank Ghana
FIN-20280,3850,GHA-9265123222-7,3015783167870,19281,438,Republic Bank Ghana
FIN-20281,3907,GHA-1961585639-4,85183015151,19282,624,UBA Ghana
FIN-20282,7111,GHA-1702477325-8,55148451130,19283,2043,First Atlantic Bank
FIN-20283,14924,GHA-9938915031-3,4700114576237,19284,1287,Ecobank Ghana
FIN-20284,7402,GHA-5901618256-3,700156027856,19285,2440,Absa Bank Ghana
FIN-20285,13659,GHA-6791397806-1,62950743274,19286,1082,Republic Bank Ghana
FIN-20286,2816,GHA-8116399964-1,2837206698,19287,1914,UBA Ghana
FIN-20287,4497,GHA-8332392563-8,9907033235010,19288,1607,UBA Ghana
FIN-20288,6198,GHA-9921840283-6,3693328839199,19289,441,Ecobank Ghana
FIN-20289,5396,GHA-2468318331-2,867776067080,19290,2844,CalBank
FIN-20290,5678,GHA-3073936186-2,1587045657,19291,574,Ecobank Ghana
FIN-20291,8413,GHA-7395652889-9,107938223012,19292,2381,GCB Bank
FIN-20292,4173,GHA-1662080616-9,73855079051,19293,1091,Stanbic Bank Ghana
FIN-20293,3397,GHA-7689055578-5,412408299511,19294,1428,Absa Bank Ghana
FIN-20294,5264,GHA-2442832059-9,3176543309489,19295,2324,UBA Ghana
FIN-20295,2660,GHA-8908157760-2,83044021075,19296,1810,Ecobank Ghana
FIN-20296,8842,GHA-0847710569-6,45190352716,19297,1817,Ecobank Ghana
FIN-20297,14180,GHA-0892521418-7,692072037346,19298,1557,Republic Bank Ghana
FIN-20298,7552,GHA-0102126303-5,23065144844,19299,2764,Absa Bank Ghana
FIN-20299,4226,GHA-3929721561-3,14406763226,19300,2397,Absa Bank Ghana
FIN-20300,10047,GHA-7536828279-9,800596941148,19301,2111,First Atlantic Bank
FIN-20301,3537,GHA-1361509547-2,378472785471,19302,1568,GCB Bank
FIN-20302,5573,GHA-6811984755-4,50266971489,19303,590,Republic Bank Ghana
FIN-20303,3909,GHA-4675204348-9,78421082088,19304,830,Stanbic Bank Ghana
FIN-20304,7490,GHA-3122579071-9,187501680185,19305,509,First Atlantic Bank
FIN-20305,14857,GHA-1782081340-2,21345355858,19306,2607,CalBank
FIN-20306,11669,GHA-3912263172-8,279083088544,19307,1186,Stanbic Bank Ghana
