employee_id,other_names,last_name,age,position,date_joined,phone_number,gender,employee_status,department_code,email_address
19547,Mia Ella Isabella,Brown,34,Executive,2018-11-07,233325994728,Female,On Leave,MKT,Mia.Ella.Isabella.Brown@roblox.com
19548,Kojo Daniel,Hassan,42,Developer,2017-05-07,233338874139,Male,Inactive,PRD,Kojo.Daniel.Hassan@roblox.com
19549,Abena Ava,Campbell,57,Manager,2015-11-02,233559930658,Female,On Leave,HR,Abena.Ava.Campbell@roblox.com
19550,Yaw Daniel,Garcia,55,Analyst,2020-01-22,233400699789,Male,Inactive,CST,Yaw.Daniel.Garcia@roblox.com
19551,Noah Samuel,Kim,40,Developer,2017-12-31,233208546893,Male,Inactive,ENG,Noah.Samuel.Kim@roblox.com
19552,Nathan Andres Yaw,Ivanov,52,Executive,2022-05-17,233329902055,Male,Active,OPS,Nathan.Andres.Yaw.Ivanov@roblox.com
19553,Michael Samuel,Lee,34,Developer,2021-09-10,233567463742,Male,On Leave,HR,Michael.Samuel.Lee@roblox.com
19554,Luca Nathan Noah,Ivanov,50,Consultant,2019-02-22,233276439974,Male,Active,PRD,Luca.Nathan.Noah.Ivanov@roblox.com
19555,Adwoa Zara,Lee,58,Assistant,2019-09-12,233499040460,Female,On Leave,FIN,Adwoa.Zara.Lee@roblox.com
19556,Wei Ethan,Schmidt,52,Consultant,2023-12-23,233361352651,Male,On Leave,DAT,Wei.Ethan.Schmidt@roblox.com
19557,Akosua Ava,Garcia,32,Executive,2022-05-01,233278049361,Female,On Leave,MKT,Akosua.Ava.Garcia@roblox.com
19558,Kwame Ethan Luca,Schmidt,37,Executive,2024-06-04,233379083274,Male,On Leave,PRD,Kwame.Ethan.Luca.Schmidt@roblox.com
19559,Hannah Ella,Kim,56,Analyst,2021-01-16,233295170866,Female,On Leave,OPS,Hannah.Ella.Kim@roblox.com
19560,Mia Ananya,Williams,60,Analyst,2017-12-24,233571911625,Female,Active,ENG,Mia.Ananya.Williams@roblox.com
19561,Ella Maria Lina,Okafor,24,Consultant,2023-11-24,233216542186,Female,Active,DAT,Ella.Maria.Lina.Okafor@roblox.com
19562,Adwoa Emily Chiamaka,Brown,33,Executive,2016-07-07,233362194266,Female,Active,CST,Adwoa.Emily.Chiamaka.Brown@roblox.com
19563,Daniel Nathan Yusuf,Williams,57,Analyst,2025-02-07,233527044990,Male,Active,OPS,Daniel.Nathan.Yusuf.Williams@roblox.com
19564,Noah Yusuf Yusuf,Boateng,50,Developer,2016-08-30,233222088786,Male,Inactive,OPS,Noah.Yusuf.Yusuf.Boateng@roblox.com
19565,Liam Kofi Isaac,Silva,59,Manager,2017-02-06,233328025936,Male,On Leave,HR,Liam.Kofi.Isaac.Silva@roblox.com
19566,Ella Charlotte Chen,Lopez,37,Executive,2023-02-07,233238220864,Female,On Leave,DAT,Ella.Charlotte.Chen.Lopez@roblox.com
19567,Mohammed Alexander,Johnson,37,Executive,2020-10-31,233533631330,Male,Active,DAT,Mohammed.Alexander.Johnson@roblox.com
19568,Ava Grace Aisha,Schmidt,43,Assistant,2025-02-05,233379158674,Female,Active,FIN,Ava.Grace.Aisha.Schmidt@roblox.com
19569,Alexander Hiroshi,Ivanov,53,Analyst,2025-03-02,233480568541,Male,Inactive,HR,Alexander.Hiroshi.Ivanov@roblox.com
19570,Jean Luca Yusuf,Silva,44,Consultant,2022-09-14,233520931043,Male,On Leave,DAT,Jean.Luca.Yusuf.Silva@roblox.com
19571,Luca Yaw Sebastian,Khan,23,Consultant,2018-06-11,233215750448,Male,Inactive,CST,Luca.Yaw.Sebastian.Khan@roblox.com
19572,Elijah Mohammed Wei,Martinez,41,Assistant,2021-12-11,233303199073,Male,Inactive,FIN,Elijah.Mohammed.Wei.Martinez@roblox.com
19573,Zara Abena Adwoa,Williams,60,Assistant,2020-08-04,233369634382,Female,Active,FIN,Zara.Abena.Adwoa.Williams@roblox.com
19574,Sebastian Noah Samuel,Lopez,32,Executive,2024-01-15,233501998827,Male,On Leave,CST,Sebastian.Noah.Samuel.Lopez@roblox.com
19575,Noah Yusuf,Patel,28,Assistant,2020-06-25,233414037561,Male,Inactive,CST,Noah.Yusuf.Patel@roblox.com
19576,Mateo Sebastian Hiroshi,Schmidt,33,Consultant,2015-04-10,233292271595,Male,Active,PRD,Mateo.Sebastian.Hiroshi.Schmidt@roblox.com
19577,Charlotte Chen,Adjei,43,Developer,2025-02-02,233257632307,Female,Active,DAT,Charlotte.Chen.Adjei@roblox.com
19578,Ella Mia,Ivanov,41,Manager,2023-05-27,233397505811,Female,On Leave,CST,Ella.Mia.Ivanov@roblox.com
19579,Elijah Ethan,Khan,59,Developer,2024-05-17,233297358759,Male,Active,MKT,Elijah.Ethan.Khan@roblox.com
19580,Victoria Isabella,Patel,34,Assistant,2022-08-26,233548623335,Female,Inactive,MKT,Victoria.Isabella.Patel@roblox.com
19581,Michael Arjun Jean,Rossi,36,Consultant,2019-02-02,233595621585,Male,On Leave,CST,Michael.Arjun.Jean.Rossi@roblox.com
19582,Fatima Maria Chiamaka,Adjei,43,Manager,2020-08-03,233311945286,Female,On Leave,DAT,Fatima.Maria.Chiamaka.Adjei@roblox.com
19583,Michael Yusuf Mohammed,Schmidt,33,Consultant,2018-07-25,233403618792,Male,Active,OPS,Michael.Yusuf.Mohammed.Schmidt@roblox.com
19584,David Samuel David,Johnson,24,Assistant,2023-12-20,233323150768,Male,Active,OPS,David.Samuel.David.Johnson@roblox.com
19585,Luca Ethan Samuel,Okafor,36,Assistant,2023-07-04,233415615654,Male,Active,MKT,Luca.Ethan.Samuel.Okafor@roblox.com
19586,Sakura Charlotte,Okafor,42,Manager,2018-11-05,233484197439,Female,On Leave,HR,Sakura.Charlotte.Okafor@roblox.com
19587,Akosua Aisha Isabella,Rossi,49,Consultant,2021-08-18,233371710949,Female,On Leave,FIN,Akosua.Aisha.Isabella.Rossi@roblox.com
19588,Sebastian Yaw,Smith,50,Developer,2020-08-04,233353704755,Male,Active,ENG,Sebastian.Yaw.Smith@roblox.com
19589,Ella Hannah Adwoa,Martinez,51,Developer,2016-03-16,233331355056,Female,On Leave,HR,Ella.Hannah.Adwoa.Martinez@roblox.com
19590,Grace Sophia Ava,Badu,26,Manager,2024-06-26,233213756416,Female,Active,PRD,Grace.Sophia.Ava.Badu@roblox.com
19591,Isaac Mohammed,Dubois,60,Assistant,2017-06-28,233484227586,Male,Inactive,ENG,Isaac.Mohammed.Dubois@roblox.com
19592,Daniel Kwame,Lopez,36,Assistant,2016-05-17,233408653923,Male,On Leave,PRD,Daniel.Kwame.Lopez@roblox.com
19593,Sebastian Nathan Yusuf,Smith,55,Assistant,2021-02-23,233245817129,Male,Active,OPS,Sebastian.Nathan.Yusuf.Smith@roblox.com
19594,Kwame Alexander Kojo,Ivanov,48,Analyst,2022-12-15,233220825718,Male,On Leave,DAT,Kwame.Alexander.Kojo.Ivanov@roblox.com
19595,Maria Victoria Sakura,Rossi,57,Executive,2022-12-01,233217099349,Female,Inactive,DAT,Maria.Victoria.Sakura.Rossi@roblox.com
19596,Yusuf Wei Noah,Silva,58,Consultant,2022-11-07,233295491921,Male,Inactive,HR,Yusuf.Wei.Noah.Silva@roblox.com
19597,Carlos Samuel,Silva,30,Manager,2024-12-06,233355143001,Male,Inactive,MKT,Carlos.Samuel.Silva@roblox.com
19598,Andres Andres Liam,Martinez,48,Executive,2022-06-27,233511004740,Male,On Leave,ENG,Andres.Andres.Liam.Martinez@roblox.com
19599,Daniel Ethan,Khan,50,Analyst,2017-04-05,233229349891,Male,On Leave,MKT,Daniel.Ethan.Khan@roblox.com
19600,Andres Arjun Liam,Williams,57,Assistant,2025-01-20,233495570007,Male,On Leave,DAT,Andres.Arjun.Liam.Williams@roblox.com
19601,Hannah Victoria,Badu,53,Executive,2018-05-10,233379567729,Female,Inactive,CST,Hannah.Victoria.Badu@roblox.com
19602,Yaw Yusuf Samuel,Nguyen,48,Developer,2020-03-23,233541308908,Male,Active,ENG,Yaw.Yusuf.Samuel.Nguyen@roblox.com
19603,Jean Jean Ethan,Khan,30,Analyst,2018-02-22,233277880149,Male,Active,CST,Jean.Jean.Ethan.Khan@roblox.com
19604,Omar Nathan,Hassan,33,Developer,2018-05-09,233297011752,Male,On Leave,MKT,Omar.Nathan.Hassan@roblox.com
19605,David Andres,Nguyen,53,Consultant,2021-07-13,233254290155,Male,Active,MKT,David.Andres.Nguyen@roblox.com
19606,Omar Elijah,Mensah,50,Analyst,2017-07-24,233573411625,Male,On Leave,MKT,Omar.Elijah.Mensah@roblox.com
19607,Daniel Yaw Kwame,Patel,49,Executive,2020-03-23,233354800344,Male,Active,PRD,Daniel.Yaw.Kwame.Patel@roblox.com
19608,David Ethan,Silva,60,Analyst,2024-08-10,233288794901,Male,On Leave,CST,David.Ethan.Silva@roblox.com
19609,Naomi Ama Zara,Khan,47,Developer,2020-11-12,233331091293,Female,On Leave,FIN,Naomi.Ama.Zara.Khan@roblox.com
19610,Kojo Mohammed Liam,Patel,27,Consultant,2016-08-05,233306879822,Male,On Leave,HR,Kojo.Mohammed.Liam.Patel@roblox.com
19611,Michael Alexander,Nguyen,49,Consultant,2024-10-30,233462533984,Male,Active,ENG,Michael.Alexander.Nguyen@roblox.com
19612,Elijah Noah Noah,Rossi,51,Assistant,2017-02-03,233221326960,Male,Inactive,HR,Elijah.Noah.Noah.Rossi@roblox.com
19613,Charlotte Ama Sophia,Williams,44,Assistant,2016-08-10,233414175598,Female,Active,CST,Charlotte.Ama.Sophia.Williams@roblox.com
19614,Noah Elijah,Dubois,35,Consultant,2025-01-11,233363362379,Male,On Leave,DAT,Noah.Elijah.Dubois@roblox.com
19615,Chen Naomi Aisha,Kim,36,Executive,2017-12-23,233457518343,Female,Active,FIN,Chen.Naomi.Aisha.Kim@roblox.com
19616,Sofia Mia,Dubois,24,Analyst,2021-02-18,233366330101,Female,Active,DAT,Sofia.Mia.Dubois@roblox.com
19617,Zara Chen Ella,Khan,38,Executive,2016-04-14,233480039766,Female,On Leave,OPS,Zara.Chen.Ella.Khan@roblox.com
19618,Kojo Alexander,Nguyen,43,Executive,2024-12-24,233321169486,Male,Inactive,MKT,Kojo.Alexander.Nguyen@roblox.com
19619,Michael Noah Nathan,Brown,53,Assistant,2023-05-30,233213823798,Male,Active,OPS,Michael.Noah.Nathan.Brown@roblox.com
19620,David Sebastian Kojo,Owusu,56,Executive,2015-04-26,233440204969,Male,Active,FIN,David.Sebastian.Kojo.Owusu@roblox.com
19621,Hannah Charlotte Ananya,Boateng,42,Analyst,2024-07-09,233294633238,Female,On Leave,ENG,Hannah.Charlotte.Ananya.Boateng@roblox.com
19622,Mia Sofia,Owusu,22,Consultant,2017-08-22,233299336987,Female,Active,PRD,Mia.Sofia.Owusu@roblox.com
19623,Luca Nathan Nathan,Schmidt,27,Assistant,2022-08-30,233276339310,Male,Inactive,CST,Luca.Nathan.Nathan.Schmidt@roblox.com
19624,Naomi Chen,Mensah,48,Consultant,2021-11-25,233571442303,Female,On Leave,PRD,Naomi.Chen.Mensah@roblox.com
19625,Daniel Luca Ethan,Hassan,40,Assistant,2016-04-25,233585739745,Male,On Leave,MKT,Daniel.Luca.Ethan.Hassan@roblox.com
19626,Emily Ananya Naomi,Williams,24,Manager,2024-05-05,233403389882,Female,Active,HR,Emily.Ananya.Naomi.Williams@roblox.com
19627,Sofia Aisha,Silva,56,Consultant,2019-03-11,233353945198,Female,Active,PRD,Sofia.Aisha.Silva@roblox.com
19628,Samuel Mateo Sebastian,Williams,42,Analyst,2022-07-07,233326918146,Male,Active,DAT,Samuel.Mateo.Sebastian.Williams@roblox.com
19629,Victoria Victoria,Mensah,36,Assistant,2015-04-25,233415370939,Female,Active,PRD,Victoria.Victoria.Mensah@roblox.com
19630,Kojo Isaac,Rossi,47,Developer,2022-11-18,233265376494,Male,Active,OPS,Kojo.Isaac.Rossi@roblox.com
19631,Aisha Lina Sofia,Garcia,56,Assistant,2024-05-13,233544190880,Female,Inactive,MKT,Aisha.Lina.Sofia.Garcia@roblox.com
19632,Ella Sofia Fatima,Osei,26,Assistant,2017-06-24,233545251125,Female,Inactive,DAT,Ella.Sofia.Fatima.Osei@roblox.com
19633,Liam Michael Carlos,Ivanov,28,Consultant,2016-02-21,233288783838,Male,On Leave,MKT,Liam.Michael.Carlos.Ivanov@roblox.com
19634,Yusuf Yusuf,Campbell,32,Manager,2022-08-02,233387771267,Male,Inactive,CST,Yusuf.Yusuf.Campbell@roblox.com
19635,Andres Elijah Elijah,Johnson,36,Analyst,2019-06-04,233346303121,Male,Active,DAT,Andres.Elijah.Elijah.Johnson@roblox.com
19636,Sofia Ama,Osei,33,Analyst,2021-05-22,233474356756,Female,Active,HR,Sofia.Ama.Osei@roblox.com
19637,Lina Chen,Smith,42,Developer,2021-01-03,233297884826,Female,On Leave,FIN,Lina.Chen.Smith@roblox.com
19638,Sebastian Luca,Williams,52,Consultant,2016-11-27,233387804886,Male,On Leave,CST,Sebastian.Luca.Williams@roblox.com
19639,Yaw Nathan Omar,Owusu,58,Executive,2022-02-20,233501335861,Male,Inactive,PRD,Yaw.Nathan.Omar.Owusu@roblox.com
19640,Samuel Mateo,Owusu,57,Executive,2020-10-31,233463201173,Male,On Leave,DAT,Samuel.Mateo.Owusu@roblox.com
19641,Isaac Yaw,Mensah,25,Developer,2023-08-23,233351231087,Male,Inactive,CST,Isaac.Yaw.Mensah@roblox.com
19642,Luca Mohammed Michael,Nguyen,35,Manager,2020-04-11,233374660583,Male,On Leave,DAT,Luca.Mohammed.Michael.Nguyen@roblox.com
19643,Olivia Chiamaka,Taylor,26,Assistant,2021-08-16,233473326091,Female,Inactive,FIN,Olivia.Chiamaka.Taylor@roblox.com
19644,Maria Naomi,Boateng,44,Executive,2024-11-08,233520970881,Female,Inactive,OPS,Maria.Naomi.Boateng@roblox.com
19645,Akosua Sofia Akosua,Rossi,41,Developer,2017-05-02,233476171809,Female,Active,MKT,Akosua.Sofia.Akosua.Rossi@roblox.com
19646,Kojo Elijah Michael,Hassan,45,Assistant,2019-11-30,233208842475,Male,Active,OPS,Kojo.Elijah.Michael.Hassan@roblox.com
19647,Elijah Kwame,Silva,25,Developer,2025-02-16,233384133298,Male,Active,CST,Elijah.Kwame.Silva@roblox.com
19648,Ama Lina Emily,Adjei,55,Assistant,2017-07-19,233271380407,Female,On Leave,MKT,Ama.Lina.Emily.Adjei@roblox.com
19649,Chiamaka Grace,Mensah,48,Assistant,2019-04-30,233536713336,Female,Inactive,MKT,Chiamaka.Grace.Mensah@roblox.com
19650,Lina Akosua Hannah,Okafor,35,Assistant,2019-03-24,233376655835,Female,Inactive,OPS,Lina.Akosua.Hannah.Okafor@roblox.com
19651,Samuel Nathan,Osei,39,Developer,2016-10-22,233578921432,Male,On Leave,CST,Samuel.Nathan.Osei@roblox.com
19652,Fatima Ava Isabella,Nguyen,56,Manager,2016-02-14,233259147348,Female,Active,CST,Fatima.Ava.Isabella.Nguyen@roblox.com
19653,Jean Mohammed,Williams,52,Executive,2017-08-07,233377071777,Male,Active,MKT,Jean.Mohammed.Williams@roblox.com
19654,Yusuf Daniel Elijah,Mensah,24,Assistant,2019-11-21,233446343895,Male,On Leave,ENG,Yusuf.Daniel.Elijah.Mensah@roblox.com
19655,Zara Maria Aisha,Dubois,40,Consultant,2020-10-25,233275465763,Female,On Leave,ENG,Zara.Maria.Aisha.Dubois@roblox.com
19656,Kwame Isaac Alexander,Owusu,23,Assistant,2016-05-13,233246159508,Male,On Leave,MKT,Kwame.Isaac.Alexander.Owusu@roblox.com
19657,Zara Chen Fatima,Nguyen,50,Consultant,2017-06-14,233422611275,Female,Active,ENG,Zara.Chen.Fatima.Nguyen@roblox.com
19658,Kofi Liam Luca,Dubois,53,Analyst,2016-01-17,233327747898,Male,On Leave,MKT,Kofi.Liam.Luca.Dubois@roblox.com
19659,Isaac Michael Yusuf,Nguyen,24,Consultant,2016-01-18,233423397080,Male,Active,DAT,Isaac.Michael.Yusuf.Nguyen@roblox.com
19660,Mia Hannah Maria,Hassan,58,Assistant,2024-05-24,233350864181,Female,On Leave,ENG,Mia.Hannah.Maria.Hassan@roblox.com
19661,Ama Naomi,Boateng,23,Developer,2023-04-08,233301258424,Female,Active,CST,Ama.Naomi.Boateng@roblox.com
19662,Daniel Omar,Dubois,59,Executive,2020-04-17,233471944289,Male,Active,CST,Daniel.Omar.Dubois@roblox.com
19663,Emily Sakura,Lee,31,Developer,2025-02-06,233476867312,Female,Active,ENG,Emily.Sakura.Lee@roblox.com
19664,Jean Carlos,Taylor,53,Analyst,2019-03-14,233378107430,Male,Inactive,ENG,Jean.Carlos.Taylor@roblox.com
19665,Victoria Mia,Ivanov,45,Consultant,2021-08-05,233470296143,Female,Inactive,ENG,Victoria.Mia.Ivanov@roblox.com
19666,Mia Ava,Taylor,49,Analyst,2021-01-01,233339849785,Female,Inactive,PRD,Mia.Ava.Taylor@roblox.com
19667,Sakura Naomi Sofia,Lee,25,Executive,2020-07-09,233247079411,Female,Active,DAT,Sakura.Naomi.Sofia.Lee@roblox.com
19668,Andres Hiroshi Kofi,Adjei,52,Executive,2017-10-10,233374905531,Male,Active,FIN,Andres.Hiroshi.Kofi.Adjei@roblox.com
19669,Arjun Noah Yusuf,Johnson,37,Consultant,2017-11-13,233514867043,Male,Active,HR,Arjun.Noah.Yusuf.Johnson@roblox.com
19670,Zara Ama,Osei,31,Consultant,2017-08-15,233297946040,Female,Active,HR,Zara.Ama.Osei@roblox.com
19671,Carlos Liam Kofi,Garcia,56,Assistant,2021-04-19,233292498494,Male,Inactive,MKT,Carlos.Liam.Kofi.Garcia@roblox.com
19672,Luca Kofi Yaw,Rossi,55,Consultant,2023-09-28,233429704841,Male,Active,PRD,Luca.Kofi.Yaw.Rossi@roblox.com
19673,Liam Ethan Alexander,Anderson,46,Analyst,2015-06-03,233211789836,Male,Active,DAT,Liam.Ethan.Alexander.Anderson@roblox.com
19674,Akosua Sophia,Dubois,51,Developer,2015-07-09,233336871107,Female,On Leave,MKT,Akosua.Sophia.Dubois@roblox.com
19675,Zara Grace Ananya,Owusu,43,Analyst,2022-06-22,233484049594,Female,On Leave,HR,Zara.Grace.Ananya.Owusu@roblox.com
19676,Jean Noah Samuel,Campbell,27,Assistant,2019-03-19,233284989771,Male,On Leave,HR,Jean.Noah.Samuel.Campbell@roblox.com
19677,Fatima Lina,Nguyen,44,Manager,2021-01-02,233572871195,Female,Inactive,OPS,Fatima.Lina.Nguyen@roblox.com
19678,Sebastian Andres,Dubois,46,Executive,2017-06-11,233515218200,Male,Active,MKT,Sebastian.Andres.Dubois@roblox.com
19679,Omar Elijah,Okafor,32,Analyst,2015-03-16,233516083476,Male,Inactive,HR,Omar.Elijah.Okafor@roblox.com
19680,Zara Aisha Sofia,Hassan,23,Developer,2015-08-06,233414874749,Female,Inactive,FIN,Zara.Aisha.Sofia.Hassan@roblox.com
19681,Akosua Grace Zara,Kim,33,Assistant,2023-10-10,233550882073,Female,Active,ENG,Akosua.Grace.Zara.Kim@roblox.com
19682,Chiamaka Naomi Ananya,Khan,38,Manager,2015-03-20,233412404117,Female,Active,OPS,Chiamaka.Naomi.Ananya.Khan@roblox.com
19683,Arjun Hiroshi Elijah,Osei,60,Analyst,2023-03-17,233469475932,Male,Inactive,OPS,Arjun.Hiroshi.Elijah.Osei@roblox.com
19684,Luca Liam,Taylor,26,Developer,2022-12-18,233208217800,Male,On Leave,FIN,Luca.Liam.Taylor@roblox.com
19685,Victoria Sofia Ama,Johnson,31,Assistant,2019-05-19,233402367299,Female,Inactive,OPS,Victoria.Sofia.Ama.Johnson@roblox.com
19686,Lina Sophia Sakura,Johnson,35,Developer,2022-11-08,233347545342,Female,Active,HR,Lina.Sophia.Sakura.Johnson@roblox.com
19687,Ananya Fatima,Patel,54,Analyst,2016-07-11,233244081214,Female,Inactive,ENG,Ananya.Fatima.Patel@roblox.com
19688,Grace Chiamaka,Silva,48,Analyst,2022-01-02,233371548961,Female,Inactive,HR,Grace.Chiamaka.Silva@roblox.com
19689,Samuel Jean Arjun,Ivanov,28,Manager,2024-05-18,233502140143,Male,On Leave,FIN,Samuel.Jean.Arjun.Ivanov@roblox.com
19690,Abena Hannah Zara,Khan,56,Executive,2024-10-21,233379277092,Female,Active,PRD,Abena.Hannah.Zara.Khan@roblox.com
19691,Isaac Wei Mateo,Ivanov,46,Analyst,2020-04-24,233593440105,Male,Active,PRD,Isaac.Wei.Mateo.Ivanov@roblox.com
19692,Hiroshi Nathan Yaw,Campbell,27,Consultant,2024-10-23,233207736747,Male,Inactive,DAT,Hiroshi.Nathan.Yaw.Campbell@roblox.com
19693,Mia Emily Chiamaka,Ivanov,45,Consultant,2023-06-01,233445929330,Female,Active,ENG,Mia.Emily.Chiamaka.Ivanov@roblox.com
19694,David Yaw Yusuf,Anderson,42,Consultant,2019-12-16,233597374482,Male,Active,OPS,David.Yaw.Yusuf.Anderson@roblox.com
19695,Daniel Alexander Carlos,Smith,38,Developer,2017-03-27,233551698078,Male,On Leave,MKT,Daniel.Alexander.Carlos.Smith@roblox.com
19696,Sebastian Luca Elijah,Badu,50,Analyst,2019-08-06,233519969467,Male,Inactive,FIN,Sebastian.Luca.Elijah.Badu@roblox.com
19697,Olivia Mia,Silva,29,Executive,2018-07-18,233292314403,Female,On Leave,CST,Olivia.Mia.Silva@roblox.com
19698,Mia Akosua,Mensah,28,Analyst,2024-05-19,233265113066,Female,Inactive,ENG,Mia.Akosua.Mensah@roblox.com
19699,Kofi Daniel Kwame,Lee,38,Manager,2016-06-14,233263193690,Male,Active,FIN,Kofi.Daniel.Kwame.Lee@roblox.com
19700,Maria Chen Chiamaka,Lee,44,Analyst,2025-01-24,233529334522,Female,On Leave,ENG,Maria.Chen.Chiamaka.Lee@roblox.com
19701,Fatima Sakura,Nguyen,24,Executive,2018-05-23,233264684407,Female,Active,ENG,Fatima.Sakura.Nguyen@roblox.com
19702,Olivia Sofia Fatima,Lopez,49,Executive,2017-07-05,233460764514,Female,Active,CST,Olivia.Sofia.Fatima.Lopez@roblox.com
19703,Maria Mia Zara,Smith,45,Analyst,2024-10-06,233210280742,Female,Active,ENG,Maria.Mia.Zara.Smith@roblox.com
19704,Aisha Ananya Chiamaka,Johnson,56,Analyst,2021-09-23,233217544182,Female,Active,MKT,Aisha.Ananya.Chiamaka.Johnson@roblox.com
19705,Fatima Grace,Badu,42,Developer,2024-07-20,233264393087,Female,On Leave,FIN,Fatima.Grace.Badu@roblox.com
19706,Mateo Yaw,Smith,54,Assistant,2024-12-10,233224861309,Male,Inactive,PRD,Mateo.Yaw.Smith@roblox.com
19707,Emily Lina Emily,Hassan,52,Developer,2019-07-24,233448750636,Female,Active,ENG,Emily.Lina.Emily.Hassan@roblox.com
19708,Adwoa Fatima Mia,Smith,46,Executive,2017-11-01,233335646599,Female,Inactive,ENG,Adwoa.Fatima.Mia.Smith@roblox.com
19709,Ananya Sakura Ama,Lee,55,Assistant,2022-05-10,233446042851,Female,On Leave,PRD,Ananya.Sakura.Ama.Lee@roblox.com
19710,Fatima Chiamaka Ama,Khan,32,Assistant,2020-01-27,233572712073,Female,Inactive,FIN,Fatima.Chiamaka.Ama.Khan@roblox.com
19711,Emily Abena,Williams,53,Consultant,2021-03-18,233278018286,Female,On Leave,OPS,Emily.Abena.Williams@roblox.com
19712,Kofi Mohammed Mateo,Adjei,31,Assistant,2024-04-28,233273506866,Male,Inactive,HR,Kofi.Mohammed.Mateo.Adjei@roblox.com
19713,Arjun Sebastian,Anderson,54,Consultant,2023-10-05,233316261831,Male,Active,DAT,Arjun.Sebastian.Anderson@roblox.com
19714,Victoria Sophia Maria,Kim,56,Manager,2016-10-12,233405608265,Female,Inactive,ENG,Victoria.Sophia.Maria.Kim@roblox.com
19715,Luca Samuel,Patel,55,Executive,2020-02-04,233541661092,Male,Active,CST,Luca.Samuel.Patel@roblox.com
19716,Sophia Ama Isabella,Campbell,56,Assistant,2024-10-22,233465764170,Female,Active,MKT,Sophia.Ama.Isabella.Campbell@roblox.com
19717,Daniel Omar,Martinez,55,Assistant,2016-01-07,233301304312,Male,Inactive,PRD,Daniel.Omar.Martinez@roblox.com
19718,Chen Mia,Osei,35,Consultant,2019-05-25,233396405001,Female,On Leave,CST,Chen.Mia.Osei@roblox.com
19719,Zara Ananya Hannah,Williams,38,Manager,2020-11-15,233537256382,Female,Inactive,PRD,Zara.Ananya.Hannah.Williams@roblox.com
19720,Luca Isaac Elijah,Taylor,47,Executive,2022-06-24,233240964086,Male,Active,MKT,Luca.Isaac.Elijah.Taylor@roblox.com
19721,Jean Noah,Schmidt,39,Assistant,2020-07-04,233280764390,Male,Active,DAT,Jean.Noah.Schmidt@roblox.com
19722,Samuel Omar Wei,Osei,54,Consultant,2023-07-06,233490405927,Male,Active,FIN,Samuel.Omar.Wei.Osei@roblox.com
19723,Kofi Omar,Brown,32,Developer,2024-06-03,233420659244,Male,On Leave,MKT,Kofi.Omar.Brown@roblox.com
19724,Chiamaka Emily Grace,Nguyen,60,Consultant,2021-11-26,233300108946,Female,Active,MKT,Chiamaka.Emily.Grace.Nguyen@roblox.com
19725,Ananya Ananya Sofia,Johnson,48,Consultant,2019-12-26,233582961141,Female,On Leave,ENG,Ananya.Ananya.Sofia.Johnson@roblox.com
19726,Sebastian Arjun Kojo,Patel,45,Developer,2019-10-17,233254205396,Male,Inactive,FIN,Sebastian.Arjun.Kojo.Patel@roblox.com
19727,Emily Chiamaka Emily,Hassan,49,Assistant,2021-02-20,233392833436,Female,On Leave,PRD,Emily.Chiamaka.Emily.Hassan@roblox.com
19728,David Isaac,Badu,33,Executive,2020-04-24,233235065546,Male,Inactive,OPS,David.Isaac.Badu@roblox.com
19729,Charlotte Mia Victoria,Brown,54,Executive,2020-12-13,233399751028,Female,On Leave,MKT,Charlotte.Mia.Victoria.Brown@roblox.com
19730,Carlos Omar Carlos,Dubois,28,Developer,2020-10-14,233306055528,Male,Inactive,FIN,Carlos.Omar.Carlos.Dubois@roblox.com
19731,Kojo Carlos Carlos,Okafor,57,Assistant,2018-07-02,233384459971,Male,On Leave,OPS,Kojo.Carlos.Carlos.Okafor@roblox.com
19732,Fatima Sophia Isabella,Kim,54,Manager,2015-12-24,233315795378,Female,Active,ENG,Fatima.Sophia.Isabella.Kim@roblox.com
19733,Daniel Wei Nathan,Rossi,28,Executive,2015-04-13,233524940694,Male,Inactive,OPS,Daniel.Wei.Nathan.Rossi@roblox.com
19734,Zara Adwoa,Kim,38,Analyst,2024-11-01,233399998192,Female,Inactive,CST,Zara.Adwoa.Kim@roblox.com
19735,Akosua Ava Fatima,Taylor,55,Assistant,2019-02-28,233595415059,Female,Active,CST,Akosua.Ava.Fatima.Taylor@roblox.com
19736,Sofia Ella,Owusu,54,Executive,2021-08-19,233590679782,Female,Inactive,ENG,Sofia.Ella.Owusu@roblox.com
19737,Hannah Ananya,Campbell,32,Consultant,2015-06-12,233298512790,Female,On Leave,FIN,Hannah.Ananya.Campbell@roblox.com
19738,Victoria Olivia Lina,Adjei,53,Assistant,2024-09-03,233358183192,Female,Active,ENG,Victoria.Olivia.Lina.Adjei@roblox.com
19739,Akosua Hannah Ama,Johnson,28,Executive,2018-10-21,233237320208,Female,Inactive,PRD,Akosua.Hannah.Ama.Johnson@roblox.com
19740,Yusuf Michael Samuel,Johnson,48,Manager,2018-04-17,233339704229,Male,Inactive,PRD,Yusuf.Michael.Samuel.Johnson@roblox.com
19741,Isabella Ella Zara,Khan,57,Manager,2016-03-08,233505022120,Female,Inactive,HR,Isabella.Ella.Zara.Khan@roblox.com
19742,Omar Carlos Nathan,Rossi,58,Assistant,2019-10-24,233257733805,Male,Active,HR,Omar.Carlos.Nathan.Rossi@roblox.com
